Date,Headline,Link,Contents
2022-04-29,"Elite Commercial Reit Q1 DPU up 4.9% on maiden acquisition's contribution, tax savings",https://www.businesstimes.com.sg/companies-markets/elite-commercial-reit-q1-dpu-49-maiden-acquisitions-contribution-tax-savings,"ELITE Commercial Reit : MXNU 0%’s distribution per unit (DPU) rose 4.9 per cent to 1.28 pence for its first quarter ended Mar 31, 2022, from 1.22 pence a year ago.
In the quarter, the UK-focused real estate investment trust (Reit) recorded a full quarter of contribution from its maiden acquisition, and it also had tax savings from the admission of Elite UK Commercial Holdings as a UK Reit group, although this was offset by a slightly enlarged equity base, the manager said on Friday (Apr 29).
Gross revenue was up 39.4 per cent to £9.2 million (S$15.9 million) for the quarter, from £6.6 million a year ago.
Distributable income rose 36.2 per cent on year to £6.1 million, from £4.5 million a year ago.
The Reit saw positive outcomes from its major lease re-gearing exercise, where it removed a number of lease break options that were set to occur in March 2023 to enhance lease stability.
It had the option removed from 109 assets occupied by the UK’s Department for Work and Pensions (DWP) and Ministry of Defence (MOD), which it said provides lease stability and income visibility until March 2028 for 85.2 per cent of its total portfolio."
2022-04-29,Brokers' take: Analysts cut MLT targets but remain positive on resilient operations,https://www.businesstimes.com.sg/companies-markets/brokers-take-analysts-cut-mlt-targets-remain-positive-resilient-operations,"ANALYSTS on Friday (Apr 29) shaved their target prices on Mapletree Logistics Trust : M44U -0.65% (MLT) but remained positive on the real estate investment trust (Reit) for its earnings resilience. Both research teams from DBS Group Research and Maybank Securities have maintained their “buy” calls on the counter.
This comes as the Reit posts a 5 per cent rise in distribution per unit (DPU) of S$0.02268 for the fourth quarter ended March, from S$0.02161 in the year-ago period, despite an enlarged unit base. The amount distributable to unitholders rose 16.7 per cent to S$108 million in Q4.
DBS has lowered its target price to S$2.05 from S$2.35 to account for higher discount rate assumptions, although it adjusted its earnings estimates slightly upwards to account for recently announced acquisitions.
DBS's new target price implies a potential upside of 13.3 per cent from MLT’s last trading price of S$1.81 as at 2.53 pm on Friday. The counter was trading 1.7 per cent or S$0.03 higher at the time.
Meanwhile, Maybank cut its target price on MLT to S$2.25 from S$2.35. The new target represents a potential upside of 24.3 per cent.
Although MLT’s results were in line with Maybank’s and consensus estimates, the research team said it is pencilling in slower growth assumptions for the Reit’s China assets. It has cut its DPU estimates by 2 to 3 per cent as a result."
2022-04-29,CICT posts 0.5% rise in Q1 NPI to S$248.3 million,https://www.businesstimes.com.sg/property/cict-posts-05-rise-q1-npi-s2483-million,"CAPITALAND Integrated Commercial Trust’s (CICT : C38U 0%) net property income (NPI) inched up 0.5 per cent year on year in the first quarter of 2022 to S$248.3 million, the real estate investment trust's (Reit) manager announced on Friday (Apr 29) after market close.
The slight yearly growth in NPI was also seen in some of its segments. Retail earnings grew 0.6 per cent to S$101.8 million, integrated development earnings rose 0.8 per cent to S$72.5 million, while NPI from office earnings held steady at S$74 million.
Gross revenue for the 3 months ended Mar 31 also rose marginally to S$339.7 million, up 1.5 per cent from Q1 2021.
The Reit manager also reported a weighted average lease term of 3.7 years for its properties. By segment, CICT’s retail portfolio WALE is 2 years, while its office and integrated development WALEs are 4 years and 5.4 years respectively.
Its integrated developments also saw an occupancy rise of 1.6 percentage points to 97.6 per cent. However, this was more than offset by its retail and office portfolio occupancies, which fell 0.2 percentage point to 96.6 per cent and a 0.1 percentage point to 91.4 per cent respectively. CICT’s overall portfolio occupancy dropped 0.3 percentage point to 93.6 per cent quarter on quarter.
As Singapore’s Covid-19 measures were further eased on Apr 26, CICT is maintaining a positive business outlook. The Reit manager noted that the unemployment rate declined to 2.7 per cent in 2021 from 3.0 per cent in 2020, while the country’s gross domestic product is expected to grow between 3.0 per cent and 5.0 per cent for 2022."
2022-04-29,Keppel Corp sells S$11.1 million worth of Keppel Reit units,https://www.businesstimes.com.sg/companies-markets/reits-property/keppel-corp-sells-s111-million-worth-keppel-reit-units,"KEPPEL Real Estate Investment Trust (Reit) Management, the manager of Keppel Reit : K71U +0.6%, : K71U +0.6%has sold S$11.1 million worth of Keppel Reit units on Friday (Apr 29), Keppel Corp announced after market close. This decreased the company’s interest in the Reit to 46.68 per cent from its previous 46.92 per cent.
The amount at which the 9 million units were sold took into consideration Keppel Reit's last transacted price of S$1.23 per unit on the Singapore Exchange Securities Trading Limited on Apr 28 and the volume weighted average price per unit of S$1.2434 for the full market day. 
Keppel noted that the transaction is not expected to have any material impact on the earnings per share and net tangible asset per share of the company for the current financial year.
Shares of Keppel Corp last traded 0.15 per cent or 1 Singapore cent higher at S$6.87, while units of Keppel Reit closed 0.81 per cent or 1 Singapore cent lower at S$1.22 on Friday."
2022-05-01,Hospitality S-Reits see higher RevPAR as borders reopen,https://www.businesstimes.com.sg/companies-markets/reits-property/hospitality-s-reits-see-higher-revpar-borders-reopen,"TWENTY THREE S-Reits and property trusts have reported financial results or business updates this reporting season. All pure-play hospitality Reits with Singapore assets have reported, and they are: Ascott Residence Trust, : HMN -1.12% CDL Hospitality Trusts, : J85 -1.96% Far East Hospitality Trust, : Q5T -1.68% and Frasers Hospitality Trust. : ACV -1% These 4 averaged 23.4 per cent total returns in the year to date.
Most of the hospitality trusts with Singapore assets reported higher RevPAR (revenue per available room) in Q1 2022, due to growth in average daily rates (ADR) and occupancy. The trusts also expressed optimism for 2022 as they see recovery and reopening across their operating markets.
Ascott Residence Trust noted that several countries saw restrictions tighten in January and February this year while most started to substantially ease border controls towards the end of Q1 2022. It reported a 22 per cent year-on-year increase in portfolio RevPAU (revenue per available unit) from S$55 to S$67 despite the spread of the Omicron variant.
Its longer-stay properties contributed about 28 per cent of Q1 2022 gross profit, up from around 12 per cent in Q1 2021. As more countries reopen borders, the trust noted an uptick in international corporate and leisure bookings. Three of its properties (2 in Singapore, 1 in Australia) also transited from block bookings to welcoming public guests, in line with the respective countries’ reopening plans. In Singapore, its lyf one-north, which obtained TOP in January 2022, also achieved strong occupancy of over 85 per cent in Q1 2022.
CDL Hospitality Trusts recorded RevPAR growth across majority of its portfolio. In Singapore, its Q1 2022 RevPAR rose 40.7 per cent year on year, driven by growth in average room rate. It noted that market demand is recovering, with staycations and corporate project groups still comprising the bulk of demand. Two of its Singapore hotels continue to operate as facilities used for isolation purposes and these contracts are expected to end by Q3 2022. The other 4 Singapore hotels are expected to be supported primarily by the return of international travellers, staycations, long-stay project groups, as well as the return of meeting groups, including major MICE events."
2022-05-04,"Ascendas Reit posts 4.6% rental reversion in Q1 2022, expects positive low single-digit figure for full year",https://www.businesstimes.com.sg/companies-markets/ascendas-reit-posts-46-rental-reversion-q1-2022-expects-positive-low-single-digit,"ASCENDAS Reit : A17U -0.38% (A-Reit) reported positive rental reversion of 4.6 per cent for lease renewals in its first quarter ended Mar 31, with its portfolio occupancy standing at 92.6 per cent, down from 93.2 per cent in the last quarter.
Rental reversion for FY2022 is expected to be in the ""positive low single-digit range"" in view of current market uncertainties, the manager of the real estate investment trust (Reit) said in a quarterly business update on Wednesday (May 4).
The manager also noted that 79.1 per cent of the Reit’s borrowings are on fixed rates with an average term of 3.7 years, though it warned that distribution per unit (DPU) could decline by 0.06 to 0.29 cent if interest rates went up by 20 to 100 basis points.
Occupancy in Singapore held steady at 90 per cent for the first quarter, it said. It noted that the Reit's multi-asset portfolio in Singapore worth S$10 billion comprises properties in the business space and life sciences, logistics, and industrial and data centres segments, allowing it ""to serve a wide range of customers"" across industries.
In addition, the recent completion of several asset enhancement initiatives and redevelopment as part of the Reit’s asset rejuvenation plan are expected to generate higher returns for it, the Reit manager added.
On the other hand, occupancy in Australia fell to 96.8 per cent for the first quarter due to 2 non-renewals upon lease expiry, compared with 99.2 per cent as at end-December 2021."
2022-05-05,Lendlease Reit posts 99.9% occupancy; 313@somerset tenant sales close to 2020 levels,https://www.businesstimes.com.sg/companies-markets/lendlease-reit-posts-999-occupancy-313somerset-tenant-sales-close-2020-levels,"THE manager of Lendlease Global Commercial Reit : JYEU 0% (real estate investment trust) on Thursday (May 5) said that portfolio occupancy for the first quarter ended Mar 31 remained high at 99.9 per cent.
Tenant sales year-to-date for its 313@somerset mall have also recovered close to FY2020 levels, the manager said in a business update.
Weighted average lease expiry (WALE) by net lettable area (NLA) stood at 8.2 years and 4.3 years by gross rental income (GRI). Moreover, the manager said it ""substantially de-risked"" leases expiring for the year to 1 per cent by NLA and 3 per cent by GRI.
With the completed acquisition of Lendlease Reit's 100 per cent interest in Jem, the manager expects the Reit's WALE to increase to 8.7 years. Its exposure to the suburban retail sector will also expand significantly to about 47 per cent.
For the first quarter, 313@somerset maintained an occupancy rate of 99.4 per cent with a tenant retention rate of 71.1 per cent as at Mar 31. This was mainly due to positive leasing momentum and the manager's ""proactive leasing strategy"".
The manager expects 313@somerset to benefit from the reopening trajectory, amid the resumption of social activities and the launch of the Vaccinated Travel Framework, anticipated to bring tourists back to Singapore."
2022-05-05,ESR-Logos Reit ends first day of trading at S$0.395,https://www.businesstimes.com.sg/companies-markets/esr-logos-reit-ends-first-day-trading-s0395,"ESR-Logos Reit : J91U 0% ended its first day of trading on Thursday (May 5) on the Singapore Exchange at S$0.395, unchanged from its opening price.
The units were trading 1.3 per cent or S$0.005 higher than the last closing price of the counter, when it was previously known as ESR-Reit, with 476,000 units changing hands at the open. ESR-Reit had closed flat on Wednesday at S$0.39, on an ex-distribution basis.
On Thursday, the counter hit an intra-day high of S$0.40 at 9.09am, before easing to trade at an intra-day low of S$0.39 at 2.39pm. It ended the day at S$0.395, down S$0.005 or 1.3 per cent, with some 8.7 million units changing hands.
E-Log Reit was formed after a merger between ESR-Reit and Ara Logos Logistics Trust (ALog Trust), following the merger between the 2 Reits' sponsors - ESR Cayman and ARA Asset Management.
As part of the merger consideration, ALog Trust unitholders were entitled to 9.7 Singapore cents in cash and 1.7729 in ESR-Reit units for every unit of ALog Trust they own. The new ESR-Reit units were issued at S$0.4924 each.
Assuming the merger had been completed on Dec 31, the pro forma net asset value per unit of the combined entity for FY2021 was expected to be S$0.36."
2022-05-06,Aims Apac Reit in 'exclusive due diligence' to acquire Sydney office property,https://www.businesstimes.com.sg/companies-markets/aims-apac-reit-exclusive-due-diligence-acquire-sydney-office-property,"AIMS APAC Reit : O5RU -0.78% (AA Reit) is in exclusive due diligence to acquire Avaya House, an office property located in Macquarie Park in Sydney, Australia, its manager said on Friday morning.
In a clarification note announcement posted to the Singapore Exchange, the manager noted that no binding agreement has been entered into regarding the acquisition and there is no certainty that the Reit would acquire the property.
The manager’s clarification comes in response to “certain media reports” of the proposed acquisition. Avaya House is located at 123 Epping Road in Macquarie Park, a suburb in the northern region of Sydney in New South Wales, Australia.
The counter closed 0.7 per cent or S$0.01 higher at S$1.41 on Thursday."
2022-05-06,Brokers' take: Analysts raise CDLHT target price on hospitality and travel rebound,https://www.businesstimes.com.sg/companies-markets/brokers-take-analysts-raise-cdlht-target-price-hospitality-and-travel-rebound,"CDL Hospitality Trusts : J85 -1.96% (CDLHT) continues to be seen as a major beneficiary of the rebound in tourism, with analysts revising their estimates to account for an improving outlook.
Analysts from DBS Group Research, OCBC Investment Research, Maybank Securities and RHB have raised their target prices on CDLHT, implying a potential upside of between 10.7 and 18.3 per cent from the counter’s trading price of S$1.31 as at 1.13 pm. CDLHT stapled securities were trading 3.7 per cent or S$0.05 lower at the time.
DBS on Friday (May 5) raised its target price on CDLHT to S$1.55 from S$1.40, implying a potential upside of 18.3 per cent. The new target price is 1.15 times the DBS’s net asset value (NAV) estimates, which is 1 standard deviation above its historical trading range.
“We see positives from a multi-year acceleration in revenue per available room (RevPAR), driving price-to-NAV multiples higher, and a 25 per cent compound annual growth rate (CAGR) in FY2022-24 distribution per unit (DPU),” said DBS analysts Geraldine Wong and Derek Tan.
OCBC revised its estimates and increased its fair value estimate for CDLHT to S$1.45 from S$1.30, implying a potential upside of 10.7 per cent.
RHB, meanwhile, increased its target price to S$1.30 from S$1.25, implying a potential downside of 0.8 per cent. The research team noted that positives are mostly priced in, with the counter rebounding 15 per cent year to date."
2022-05-06,Brokers’ take: Analysts expect CICT will be key beneficiary of Singapore reopening,https://www.businesstimes.com.sg/companies-markets/brokers-take-analysts-expect-cict-will-be-key-beneficiary-singapore-reopening,"ANALYSTS are positive on (CICT) as it can likely ride on the recovery of the office and retail sectors in Singapore to become one of the key beneficiaries of the Republic’s reopening.
DBS Group Research, which has a “buy” call on the counter, raised its target price to S$2.70 from S$2.45, as it expects the real estate investment trust (Reit) will post stronger earnings growth in FY2023 as the economy returns to normal.
As the largest commercial Singapore Reit (S-Reit), CICT is likely poised to ride on the retail recovery, as well as the strong upward trajectory in the Singapore office market, the research team said in a report on Thursday (May 5).
It estimated that CICT could deliver a 6 per cent 2-year compound annual growth rate (CAGR) which is one of the strongest among peers.
As for Maybank, it expects easing negative retail reversions, improving net property income, as well as tailwinds from the office sector recovery to provide stronger fundamentals for CICT in FY2022.
In a report on Thursday, analyst Chua Su Tye raised his target price to S$2.60 from S$2.55, and maintained his “buy” call on the counter."
2022-05-10,"Travel rebound, SGD strength to keep S-Reits resilient",https://www.businesstimes.com.sg/opinion-features/columns/travel-rebound-sgd-strength-keep-s-reits-resilient,"SINGAPORE-LISTED real estate investments trusts (S-Reits) have held up admirably despite market volatility in the face of rising interest rates, lingering Covid-19 concerns and a protracted Russia-Ukraine conflict with no resolution in sight. They look likely to remain a ""safe haven"", on the back of Singapore's reopening story.
The FTSE ST Real Estate Investment Trusts Index (FSTREI) in April dipped 0.8 per cent month on month, compared with a 1.5 per cent decline in the benchmark Straits Times Index (STI).
The outperformance was led by a 7.5 per cent month-on-month gain among hospitality Reits during the month. Hospitality Reits had also surged by 14.4 per cent month on month in March, after Singapore announced the lifting of most Covid-related restrictions.
Singapore Exchange (SGX) market analyst Candace Li noted that S-Reits have managed flattish total returns of just -0.2 per cent in the year to May 6, whereas global Reit hubs reported average declines of close to 10 per cent over the same period.
""Outperformance was mostly led by S-Reits with significant hospitality, retail, and office-related assets based in Singapore, aligned with the country's re-opening theme,"" Li said.
Hospitality trusts Frasers Hospitality Trust (FHT), Far East Hospitality Trust (FEHT), Ascott Residence Trust (ART) and CDL Hospitality Trusts (CDLHT) were among the top 5 performing S-Reits so far this year. Together with Suntec Reit, which has a mixed portfolio of office and retail assets, the top 5 performing S-Reits have averaged 21 per cent returns year to date.
"
2022-05-09,"OUE Commercial Reit looks to acquire office assets in Sydney, Melbourne and London",https://www.businesstimes.com.sg/companies-markets/oue-commercial-reit-looks-acquire-office-assets-sydney-melbourne-and-london,"Just 1 out of the 7 assets in OUE Commercial Real Estate Investment Trust's (OUE C-Reit's) portfolio is outside Singapore, but there are plans to acquire more overseas assets to grow the trust, with a focus on office assets in Sydney, Melbourne and London.
""These are key gateway markets with a lot of liquidity for transactions in the S$200 million to S$400 million range; so you can enter and exit the market fairly quickly,"" said Han Khim Siew, the chief executive officer of OUE Commercial Reit Management. ""The UK and Australia also have very good market transparency and governance.""
The trust is eyeing office properties in those 3 cities (with some supporting retail if any), but it is unlikely to go for pure retail assets, he added. ""Hospitality assets, we will look at selectively.""
While all 7 existing assets of the Reit were from its sponsor, OUE, the overseas assets that the Reit is looking to buy will be third-party acquisitions.
Han also said that ""we want to keep the majority of our asset composition in Singapore"". For the year ended Dec 31, 2021, 90 per cent of OUE C-Reit's revenue was from Singapore.
Close to 60 per cent of the Reit's revenue last year was from its office assets, about 25 per cent from its hospitality assets and 15 per cent from retail assets."
2022-05-11,E-Log’s tepid debut may leave unitholders wondering if being bigger is better,https://www.businesstimes.com.sg/opinion-features/columns/e-logs-tepid-debut-may-leave-unitholders-wondering-if-being-bigger-better,"ESR-REIT began trading in the local market as ESR-Logos Reit (E-Log) on May 5, beginning a potentially interesting phase of growth after significantly enlarging itself by subsuming Ara Logos Logistics Trust (A-Log).
With some S$5.5 billion in assets, E-Log is now the flagship Singapore-listed asset securitisation platform of ESR Cayman, which recently completed the acquisition of Ara Asset Management.
E-Log's manager has said its enlarged sponsor has a US$59 billion portfolio of ""new economy"" assets, and a S$2 billion initial pipeline of ""visible and executable"" assets that will accelerate E-Log's growth.
Yet, unitholders of ESR-Reit and A-Log who are now holding units of E-Log may well be wondering when exactly the benefits of increased size and trading liquidity will kick in.
When the merger was first mooted in October last year, ESR-Reit and A-Log were, respectively, trading at S$0.465 and S$0.935.
Under the final terms of the merger, holders of each unit of A-Log received S$0.097 of cash plus 1.7729 units of ESR-Reit."
